,Region,Case Number,Case ID,Case Name,Case Type,Dispute Unit City,Dispute Unit State,Election Held Date,Num Eligible Voters,Valid Votes Against,Votes for Labor Org 1,Labor Org 1 Name,Stipulated / Consent / Directed,Cert of Rep (Win),Cert of Results (Loss),Closed Date,Closed Reason,Year,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
2725,"05, 05 WDC",05-RC-318483,,"MGM National Harbor, LLC",RC,Oxon Hill,MD,2023-06-28 00:00:00,24,0,14,Teamsters Local Union No. 639 a/w International Brotherhood of Teamsters,Stipulated,WON,,2023-07-07 00:00:00,Certific. of Representative,2023,,,,,
2726,"05, 05 WDC",05-RC-318665,,"10 Roads Express, LLC",RC,Brandywine,MD,2023-06-28 00:00:00,46,3,27,"American Postal Workers Union, AFL-CIO",Stipulated,WON,,2023-07-27 00:00:00,Certific. of Representative,2023,,,,,
2727,"05, 05 WDC",05-RC-318835,,Starbucks Corporation,RC,Ellicott City,MD,2023-07-06 00:00:00,21,7,12,"Mid-Atlantic Regional Joint Board, Workers United a/w Service Employees International Union",Stipulated,WON,,2023-07-21 00:00:00,Certific. of Representative,2023,,,,,
2728,"05, 05 WDC",05-RC-319014,,"T&H Services, LLC",RC,Blackstone,VA,2023-06-21 00:00:00,70,0,49,"International Brotherhood of Electrical Workers, Local Union 666, AFL-CIO",Stipulated,WON,,2023-06-29 00:00:00,Certific. of Representative,2023,,,,,
2729,"05, 05 WDC",05-RC-319463,,Baltimore Gas and Electric Company,RC,Baltimore,MD,2023-07-14 00:00:00,3,1,2,"International Brotherhood of Electrical Workers Local 410, AFL-CIO",Stipulated,WON,,2023-07-26 00:00:00,Certific. of Representative,2023,,,,,
2730,"05, 05 WDC",05-RC-319480,,"Butler Medical Transport, LLC",RC,Baltimore,MD,2023-07-12 00:00:00,12,0,8,1199 SEIU United Healthcare Workers East,Stipulated,WON,,2023-08-10 00:00:00,Certific. of Representative,2023,,,,,
2731,"05, 05 WDC",05-RC-319616,,Bradley Technologies Incorporated d/b/a BTI Security,RC,Washington,DC,2023-07-10 00:00:00,70,1,13,Union Rights for Security Officers (URSO),Stipulated,WON,,2023-08-09 00:00:00,Certific. of Representative,2023,,,,,
2732,"05, 05 WDC",05-RC-319974,,President Lincoln's Cottage at the Soldiers Home,RC,Washington,DC,2023-07-17 00:00:00,11,0,9,"International Union, United Automobile, Aerospace and Agricultural Implement and Agricultural Workers of America, UAW",Stipulated,WON,,2023-07-26 00:00:00,Certific. of Representative,2023,,,,,
2733,"05, 05 WDC",05-RC-320381,,"Universal Protection Service, LLC d/b/a Allied Universal Security Services",RC,Rockville,MD,2023-07-24 00:00:00,9,0,2,"International Union, Security Police and Fire Professionals of America (SPFPA)",Stipulated,WON,,2023-08-22 00:00:00,Certific. of Representative,2023,,,,,
2734,"05, 05 WDC",05-RC-320817,,10 Roads Express,RC,Richmond,VA,2023-08-02 00:00:00,38,0,17,"American Postal Workers Union, AFL-CIO",Stipulated,WON,,2023-08-31 00:00:00,Certific. of Representative,2023,,,,,
2735,"05, 05 WDC",05-RC-320844,,Omni Shoreham Corporation d/b/a The Omni Shoreham Hotel,RC,Washington,DC,2023-07-25 00:00:00,3,0,3,UNITE HERE Local 25,Stipulated,WON,,2023-08-02 00:00:00,Certific. of Representative,2023,,,,,
2736,"05, 05 WDC",05-RC-320922,,Starbucks Corporation,RC,Washington,DC,2023-08-16 00:00:00,23,9,13,"Mid-Atlantic Regional Joint Board, Workers United a/w Service Employees International Union",Stipulated,WON,,2023-08-25 00:00:00,Certific. of Representative,2023,,,,,
2737,"05, 05 WDC",05-RC-320963,,"Bethesda SNF Operator, LLC d/b/a Sterling Care Bethesda",RC,Bethesda,MD,2023-08-10 00:00:00,31,9,16,1199 SEIU United Healthcare Workers East,Stipulated,WON,,2023-08-18 00:00:00,Certific. of Representative,2023,,,,,
2738,"05, 05 WDC",05-RC-321866,,Ryder Transportation Solutions LLC,RC,Elkridge,MD,2023-08-25 00:00:00,15,5,10,"Truck Drivers, Helpers, Taxicab Drivers, Garage Employees and Airport Employees Local Union No. 355 a/w International Brotherhood of Teamsters",Stipulated,WON,,2023-09-06 00:00:00,Certific. of Representative,2023,,,,,
2739,"05, 05 WDC",05-RC-322135,,Molson Coors Beverage Company USA LLC,RC,Elkton,VA,2023-09-06 00:00:00,394,225,126,"Bakery, Confectionery, Tobacco Workers and Grain Millers International Union, AFL-CIO",Stipulated,,LOSS,2023-09-19 00:00:00,Certification of Results,2023,,,,,
2740,"05, 05 WDC",05-RC-322456,,"Domco Mechanical, Inc.",RC,Laurel,MD,2023-08-31 00:00:00,8,6,2,"Plumbers and Gasfitters Local 5, an affiliate of the United Association of Journeymen and Apprentices of the Plumbing and Pipe Fitting Industry of the United States and Canada, AFL-CIO",Stipulated,,LOSS,2023-09-08 00:00:00,Certification of Results,2023,,,,,
2741,"05, 05 WDC",05-RC-322975,,"Transit Management of Alexandria, Inc.",RC,Alexandria,VA,2023-09-08 00:00:00,24,6,15,"Amalgamated Transit Union, Local 689 a/w Amalgamated Transit Union, AFL-CIO, CLC",Stipulated,WON,,2023-09-18 00:00:00,Certific. of Representative,2023,,,,,
2742,"05, 05 WDC",05-RC-323910,,George Washington University (GW Museum and Textile Museum),RC,Washington,DC,2023-09-12 00:00:00,13,0,8,"Service Employees International Union, Local 500 a/w Service Employees International Union, CTW, CLC",Stipulated,WON,,2023-09-20 00:00:00,Certific. of Representative,2023,,,,,
2743,"05, 05 WDC",05-RD-300733,,"Paragon Systems, Inc.",RD,Frederick,MD,2022-09-06 00:00:00,22,7,10,United Government Security Officers of America International Union and its Local 310,Stipulated,WON,,2022-10-07 00:00:00,Certific. of Representative,2023,,,,,
2744,"05, 05 WDC",05-RD-305649,,Magnum Carbide LLC,RD,Waynesboro,PA,2022-11-16 00:00:00,16,8,6,"International Association of Machinists and Aerospace Workers, District Lodge #98, and its Local Lodge #2058",Stipulated,,LOSS,2022-11-28 00:00:00,Certification of Results,2023,,,,,
2745,"05, 05 WDC",05-RD-309685,,"First Transit, Inc.",RD,Arlington,VA,2023-02-09 00:00:00,149,76,41,"American Federation of State, County and Municipal Employees, AFL-CIO, District Council 20, Local 3001",Stipulated,,LOSS,2023-02-17 00:00:00,Certification of Results,2023,,,,,
2746,"05, 05 WDC",05-RD-311982,,Leadership for Educational Equity,RD,Washington,DC,2023-03-15 00:00:00,49,14,8,"International Association of Machinists and Aerospace Workers, District Lodge No. 160",Stipulated,,LOSS,2023-04-13 00:00:00,Certification of Results,2023,,,,,
2747,06,06-RC-299141,,"First Student, Inc.",RC,Pittsburgh,PA,2022-07-29 00:00:00,3,1,1,Amalgamated Transit Union Local 1743,Stipulated,,LOSS,2022-11-02 00:00:00,Certification of Results,2023,,,,,
2748,06,06-RC-302424,,Pittsburgh Community Broadcasting Corporation,RC,Pittsburgh,PA,2022-10-27 00:00:00,32,1,26,Screen Actors Guild - American Federation of Television and Radio Artists (SAG-AFTRA),Directed,WON,,2022-11-28 00:00:00,Certific. of Representative,2023,,,,,
2749,06,06-RC-302518,,"DFA Dairy Brands Fluid, LLC",RC,Sharpsville,PA,2022-10-13 00:00:00,7,0,4,Teamsters Local Union No. 261 a/w International Brotherhood of Teamsters,Stipulated,WON,,2022-10-21 00:00:00,Certific. of Representative,2023,,,,,
2750,06,06-RC-306466,,La Prima Espresso Co.,RC,Pittsburgh,PA,2022-12-07 00:00:00,32,8,22,UFCW Local 1776 KS,Stipulated,WON,,2022-12-15 00:00:00,Certific. of Representative,2023,,,,,
2751,06,06-RC-308285,,FirstEnergy Service Company,RC,Greensburg,PA,2023-01-03 00:00:00,11,0,11,Utility Workers Union of America Local 102,Stipulated,WON,,2023-02-01 00:00:00,Certific. of Representative,2023,,,,,
2752,06,06-RC-308635,,Starbucks Corporation,RC,Bethel Park,PA,2023-01-12 00:00:00,9,0,6,Workers United a/w SEIU,Stipulated,WON,,2023-04-27 00:00:00,Certific. of Representative,2023,,,,,
2753,06,06-RC-309800,,UPMC Altoona,RC,Altoona,PA,2023-04-04 00:00:00,6,3,1,"International Union, Security, Police and Fire Professionals of America (SPFPA)",Stipulated,,LOSS,2023-04-12 00:00:00,Certification of Results,2023,,,,,
2754,06,06-RC-310608,,"Braeburn Alloy Steel LLC, a Wholly Owned Subsidiary of G.O. Carlson, Inc.",RC,Lower Burrell,PA,2023-02-23 00:00:00,23,4,19,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union, AFL-CIO, CLC",Stipulated,WON,,2023-03-03 00:00:00,Certific. of Representative,2023,,,,,
2755,06,06-RC-311772,,"48forty Solutions, LLC.",RC,Pittsburgh,PA,2023-03-30 00:00:00,14,9,2,"General Teamsters, Chauffeurs and Helpers Local Union 249",Stipulated,,LOSS,2023-04-07 00:00:00,Certification of Results,2023,,,,,
2756,06,06-RC-312124,,"Maybrook-C Latrobe Opco, LLC d/b/a The Grove at Latrobe",RC,Jeannette,PA,2023-03-28 00:00:00,2,0,2,"International Brotherhood of Teamsters, Local Union No. 30",Stipulated,WON,,2023-04-05 00:00:00,Certific. of Representative,2023,,,,,
2757,06,06-RC-312821,,UPMC Jameson,RC,New Castle,PA,2023-03-22 00:00:00,11,3,8,"International Union of Operating Engineers, Local 95",Stipulated,WON,,2023-03-30 00:00:00,Certific. of Representative,2023,,,,,
2758,06,06-RC-313792,,"Raven Services JV, LLC",RC,Pittsburgh,PA,2023-04-10 00:00:00,15,0,13,"International Union of Operating Engineers, Local 95",Stipulated,WON,,2023-05-02 00:00:00,Certific. of Representative,2023,,,,,
2759,06,06-RC-319581,,"Talen Energy Supply, LLC",RC,Berwick,PA,2023-07-20 00:00:00,20,13,7,IBEW Local 1600,Stipulated,,LOSS,2023-07-28 00:00:00,Certification of Results,2023,,,,,
2760,06,06-RC-320875,,Starbucks Corporation,RC,Pleasant Hills,PA,2023-08-15 00:00:00,33,21,7,"Workers United, affiliated with Service Employees International Union",Stipulated,,LOSS,2023-08-23 00:00:00,Certification of Results,2023,,,,,
2761,06,06-RC-321165,,"Peoples Natural Gas Co, LLC",RC,Pittsburgh,PA,2023-08-01 00:00:00,21,1,18,"Utility Workers Union of America, AFL-CIO, Local 612",Stipulated,WON,,2023-08-23 00:00:00,Certific. of Representative,2023,,,,,
2762,06,06-RC-321585,,"Greene Health & Rehab Center, LLC d/b/a Greene Health & Rehab Center",RC,Greensburg,PA,2023-08-03 00:00:00,43,8,28,SEIU Healthcare Pennsylvania,Stipulated,WON,,2023-08-11 00:00:00,Certific. of Representative,2023,,,,,
2763,06,06-RD-300470,,"Latrobe Specialty Metals Company, LLC",RD,Franklin,PA,2022-12-06 00:00:00,59,29,26,United Steelworkers Local 1537,Directed,,LOSS,2023-01-12 00:00:00,Certification of Results,2023,,,,,
2764,06,06-RD-303006,,"Transitions Healthcare Washington PA, LLC",RD,Washington,PA,2022-10-20 00:00:00,45,13,20,"SEIU Healthcare Pennsylvania, CTW, CLC",Stipulated,WON,,2022-10-28 00:00:00,Certific. of Representative,2023,,,,,
2765,06,06-RD-318511,,"Comcast Cable Communications Management, LLC",RD,Lower Burrell,PA,2023-06-28 00:00:00,42,7,34,"Communication Workers of America, Local 13000",Stipulated,WON,,2023-07-11 00:00:00,Certific. of Representative,2023,,,,,
2766,"07, 07 GRA",07-RC-298141,,Affordable Fire Protection Co.,RC,Troy,MI,2023-06-21 00:00:00,14,7,1,"Local 704, United Association of Journeymen and Apprentices of the Plumbing and Pipe Fitting Industry of the United States and Canada (PPF), AFL-CIO",Stipulated,,LOSS,2023-06-30 00:00:00,Certification of Results,2023,,,,,
2767,"07, 07 GRA",07-RC-299400,,SKLD Bloomfield Hills,RC,Bloomfield Hills,MI,2022-08-15 00:00:00,106,21,25,SEIU Healthcare Michigan,Stipulated,WON,,2022-10-04 00:00:00,Certific. of Representative,2023,,,,,
2768,"07, 07 GRA",07-RC-300425,,Starbucks Corporation,RC,Bloomfield,MI,2022-09-15 00:00:00,12,2,7,Workers United,Directed,WON,,2022-10-21 00:00:00,Certific. of Representative,2023,,,,,
2769,"07, 07 GRA",07-RC-300588,,Sparrow Health System,RC,Lansing,MI,2022-09-16 00:00:00,52,26,13,"International Union, Security Police and Fire Professionals of America (SPFPA)",Directed,,LOSS,2022-10-21 00:00:00,Certification of Results,2023,,,,,
2770,"07, 07 GRA",07-RC-302352,,"Sunbelt Rentals, Inc.",RC,Taylor,MI,2022-10-04 00:00:00,8,0,7,"Local 324, International Union of Operating Engineers (IUOE), AFL-CIO",Stipulated,WON,,2022-10-13 00:00:00,Certific. of Representative,2023,,,,,
2771,"07, 07 GRA",07-RC-303415,,Indiana Michigan Power Company,RC,Bridgman,MI,2022-10-20 00:00:00,5,1,4,"Local 1392, International Brotherhood of Electrical Workers (IBEW), AFL-CIO",Stipulated,WON,,2022-11-04 00:00:00,Certific. of Representative,2023,,,,,
2772,"07, 07 GRA",07-RC-303489,,Evolution US LLC,RC,Southfield,MI,2023-03-23 00:00:00,440,104,127,"International Union, United Automobile, Aerospace & Agricultural Implement Workers of America (UAW), AFL-CIO",Stipulated,WON,,2023-03-31 00:00:00,Certific. of Representative,2023,,,,,
2773,"07, 07 GRA",07-RC-305125,,McLaren Greater Lansing,RC,Lansing,MI,2022-11-29 00:00:00,11,2,7,"Local 459, Office and Professional Employees International Union (OPEIU), AFL-CIO",Stipulated,WON,,2022-12-07 00:00:00,Certific. of Representative,2023,,,,,
2774,"07, 07 GRA",07-RC-305608,,"Sysco Grand Rapids, LLC",RC,Alanson,MI,2023-01-06 00:00:00,13,11,2,"General Teamsters Local Union No. 406, International Brotherhood of Teamsters (IBT)",Directed,,LOSS,2023-01-17 00:00:00,Certification of Results,2023,,,,,
2775,"07, 07 GRA",07-RC-307045,,Yanfeng International Automotive Technology,RC,Romulus,MI,2022-12-14 00:00:00,3,1,2,"Region 1A, International Union, United Automobile, Aerospace and Agricultural Implement Workers of America (UAW), AFL-CIO",Stipulated,WON,,2022-12-23 00:00:00,Certific. of Representative,2023,,,,,
2776,"07, 07 GRA",07-RC-308700,,Lake Michigan Credit Union,RC,Wyoming,MI,2023-01-06 00:00:00,13,5,7,Lake Michigan Credit Union Workers Alliance/CWA,Stipulated,WON,,2023-01-17 00:00:00,Certific. of Representative,2023,,,,,
2777,"07, 07 GRA",07-RC-308701,,"GS Ashley, LLC d/b/a Liberty Cannabis",RC,Madison Heights,MI,2023-01-12 00:00:00,15,8,6,"Local 876, United Food and Commercial Workers (UFCW), AFL-CIO",Stipulated,,LOSS,2023-01-20 00:00:00,Certification of Results,2023,,,,,
2778,"07, 07 GRA",07-RC-309273,,"USIC, LLC",RC,Grand Rapids,MI,2023-03-14 00:00:00,28,15,8,"Local 1106, International Brotherhood of Electrical Workers (IBEW), AFL-CIO",Directed,,LOSS,2023-03-22 00:00:00,Certification of Results,2023,,,,,
2779,"07, 07 GRA",07-RC-309651,,"Havenwyck Hospital, Inc.",RC,Auburn Hills,MI,2023-03-16 00:00:00,161,88,47,"Local 459, Office and Professional Employees International Union (OPEIU), AFL-CIO",Stipulated,,LOSS,2023-03-24 00:00:00,Certification of Results,2023,,,,,
2780,"07, 07 GRA",07-RC-309677,,"Imperfect Foods, Inc.",RC,Detroit,MI,2023-02-17 00:00:00,9,3,4,"Local 337, International Brotherhood of Teamsters (IBT)",Stipulated,WON,,2023-02-27 00:00:00,Certific. of Representative,2023,,,,,
2781,"07, 07 GRA",07-RC-310461,,"GFL Environmental Services USA, Inc.",RC,Wayne,MI,2023-02-15 00:00:00,189,64,88,"Local 324, International Union of Operating Engineers (IUOE), AFL-CIO",Stipulated,WON,,2023-02-24 00:00:00,Certific. of Representative,2023,,,,,
2782,"07, 07 GRA",07-RC-310462,,Auto Warehousing Company,RC,Flint,MI,2023-02-16 00:00:00,33,11,17,"Local 332, International Brotherhood of Teamsters (IBT)",Stipulated,WON,,2023-02-27 00:00:00,Certific. of Representative,2023,,,,,
2783,"07, 07 GRA",07-RC-310474,,DTE Electric Company,RC,Detroit,MI,2023-03-10 00:00:00,59,17,37,"Local 223, Utility Workers of America (UWUA), AFL-CIO",Stipulated,WON,,2023-03-20 00:00:00,Certific. of Representative,2023,,,,,
2784,"07, 07 GRA",07-RC-311235,,"VHS Harper-Hutzel Hospital, Inc.",RC,Detroit,MI,2023-02-28 00:00:00,25,2,20,Michigan Association of Police,Stipulated,WON,,2023-03-08 00:00:00,Certific. of Representative,2023,,,,,
2785,"07, 07 GRA",07-RC-312381,,"PepsiCo, Inc.",RC,West Branch,MI,2023-03-23 00:00:00,17,3,12,"General Teamsters Local Union No. 406, International Brotherhood of Teamsters (IBT)",Stipulated,WON,,2023-04-03 00:00:00,Certific. of Representative,2023,,,,,
2786,"07, 07 GRA",07-RC-312507,,Starbucks Corporation,RC,Allen Park,MI,2023-05-17 00:00:00,20,0,9,Workers United,Stipulated,WON,,2023-06-13 00:00:00,Certific. of Representative,2023,,,,,
2787,"07, 07 GRA",07-RC-313180,,Cherry Hill OPCO LLC d/b/a Cherry Hill for Nursing and Rehabilitation,RC,Westland,MI,2023-04-20 00:00:00,72,20,32,SEIU Healthcare Michigan,Stipulated,WON,,2023-04-28 00:00:00,Certific. of Representative,2023,,,,,
2788,"07, 07 GRA",07-RC-313466,,"Pepsico, Inc.",RC,Howell,MI,2023-03-22 00:00:00,6,3,3,"Local 337, International Brotherhood of Teamsters (IBT)",Stipulated,,LOSS,2023-06-23 00:00:00,Certification of Results,2023,,,,,
2789,"07, 07 GRA",07-RC-313495,,DTE Electric Company,RC,Detroit,MI,2023-05-09 00:00:00,3,0,2,"Local 223, Utility Workers Union of America (UWUA), AFL-CIO",Stipulated,WON,,2023-05-17 00:00:00,Certific. of Representative,2023,,,,,
2790,"07, 07 GRA",07-RC-313810,,"Superior Materials, LLC",RC,Lansing,MI,2023-04-11 00:00:00,5,2,3,"Local 243, International Brotherhood of Teamsters (IBT)",Stipulated,WON,,2023-04-19 00:00:00,Certific. of Representative,2023,,,,,
2791,"07, 07 GRA",07-RC-313859,,DTE Electric Company,RC,Newport,MI,2023-04-13 00:00:00,14,1,12,"Local 223, Utility Workers Union of America (UWUA), AFL-CIO",Stipulated,WON,,2023-04-21 00:00:00,Certific. of Representative,2023,,,,,
2792,"07, 07 GRA",07-RC-314627,,Starbucks Corporation,RC,Riverview,MI,2023-05-11 00:00:00,18,1,11,"Chicago and Midwest Regional Joint Board, Workers United / SEIU",Stipulated,WON,,2023-05-19 00:00:00,Certific. of Representative,2023,,,,,
2793,"07, 07 GRA",07-RC-314750,,"Bob's Discount Furniture, LLC",RC,Shelby,MI,2023-04-20 00:00:00,14,2,11,"Local 876, United Food and Commercial Workers (UFCW), AFL-CIO",Stipulated,WON,,2023-04-28 00:00:00,Certific. of Representative,2023,,,,,
2794,"07, 07 GRA",07-RC-315656,,"Priority Waste Resources, LLC",RC,Detroit,MI,2023-05-11 00:00:00,29,8,15,"Local 247, International Brotherhood of Teamsters (IBT)",Stipulated,WON,,2023-05-19 00:00:00,Certific. of Representative,2023,,,,,
2795,"07, 07 GRA",07-RC-315926,,Michigan School of Psychology,RC,Detroit,MI,2023-06-16 00:00:00,25,10,11,MSP Alliance of Teachers,Directed,WON,,2023-07-19 00:00:00,Certific. of Representative,2023,,,,,
2796,"07, 07 GRA",07-RC-315954,,Hearn Industrial Services Inc.,RC,Taylor,MI,2023-05-17 00:00:00,62,17,37,"Local 299, International Brotherhood of Teamsters (IBT)",Stipulated,WON,,2023-05-25 00:00:00,Certific. of Representative,2023,,,,,
2797,"07, 07 GRA",07-RC-316411,,Webasto Convertibles USA Inc.,RC,Plymouth,MI,2023-05-18 00:00:00,210,79,99,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America (UAW), AFL-CIO",Stipulated,WON,,2023-05-26 00:00:00,Certific. of Representative,2023,,,,,
2798,"07, 07 GRA",07-RC-316503,,"Fortune International, LLC d/b/a Fortune Fish and Gourmet",RC,Grand Rapids,MI,2023-05-24 00:00:00,10,8,2,"Local 406, International Brotherhood of Teamsters (IBT)",Stipulated,,LOSS,2023-06-02 00:00:00,Certification of Results,2023,,,,,
2799,"07, 07 GRA",07-RC-317093,,"Coatings by PCD, Inc. d/b/a Surplus Powder Coatings",RC,Kent City,MI,2023-06-08 00:00:00,6,5,1,"Local 406, International Brotherhood of Teamsters (IBT)",Stipulated,,LOSS,2023-06-16 00:00:00,Certification of Results,2023,,,,,
2800,"07, 07 GRA",07-RC-317640,,"St. John Emergency Services, P.C.",RC,Detroit,MI,2023-06-23 00:00:00,43,0,31,Greater Detroit Association of Emergency Physicians,Stipulated,WON,,2023-07-19 00:00:00,Certific. of Representative,2023,,,,,
2801,"07, 07 GRA",07-RC-318029,,Vista Entertainment Solutions,RC,Owosso,MI,2023-06-28 00:00:00,15,1,14,"National Association of Broadcast Employees and Technicians - Communications Workers of America (NABET-CWA), AFL-CIO",Directed,WON,,2023-07-07 00:00:00,Certific. of Representative,2023,,,,,
2802,"07, 07 GRA",07-RC-318048,,"PAE Plumbing, LLC",RC,Charlotte,MI,2023-06-22 00:00:00,5,2,3,"UA Local 333, Plumbers, Pipefitters, HVAC Mechanics, United Association of Journeymen and Apprentices of the Plumbing and Pipe Fitting Industry of the United States and Canada, AFL-CIO",Stipulated,WON,,2023-06-30 00:00:00,Certific. of Representative,2023,,,,,
2803,"07, 07 GRA",07-RC-318413,,"Lammers Heating and Air Conditioning, Inc.",RC,Jackson,MI,2023-06-22 00:00:00,19,14,4,"Local 333, United Association of Journeymen and Apprentices of the Plumbing and Pipe Fitting Industry of the United States and Canada (UA), AFL-CIO, HVAC Mechanics",Stipulated,,LOSS,2023-06-30 00:00:00,Certification of Results,2023,,,,,
2804,"07, 07 GRA",07-RC-318635,,MyMichigan Medical Center- Clare,RC,Clare,MI,2023-06-29 00:00:00,22,13,9,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America (UAW), AFL-CIO, CLC its Local 362-07",Stipulated,,LOSS,2023-07-10 00:00:00,Certification of Results,2023,,,,,
2805,"07, 07 GRA",07-RC-318636,,Starbucks Corporation,RC,Taylor,MI,2023-07-06 00:00:00,25,2,13,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Stipulated,WON,,2023-07-14 00:00:00,Certific. of Representative,2023,,,,,
2806,"07, 07 GRA",07-RC-319800,,Trinity Health-Michigan d/b/a Trinity Health Ann Arbor Hospital,RC,Ypsilanti,MI,2023-07-28 00:00:00,67,20,29,SEIU Healthcare Michigan,Stipulated,WON,,2023-08-09 00:00:00,Certific. of Representative,2023,,,,,
2807,"07, 07 GRA",07-RC-319843,,"PepsiCo, Inc.",RC,West Branch,MI,2023-07-11 00:00:00,2,0,2,"General Teamsters Local Union No. 406, International Brotherhood of Teamsters",Stipulated,WON,,2023-07-19 00:00:00,Certific. of Representative,2023,,,,,
2808,"07, 07 GRA",07-RC-320357,,Starbucks Corporation,RC,Ann Arbor,MI,2023-08-01 00:00:00,23,8,11,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Stipulated,WON,,2023-08-09 00:00:00,Certific. of Representative,2023,,,,,
2809,"07, 07 GRA",07-RC-320978,,"Aramark Uniform & Career Apparel, LLC",RC,Wixom,MI,2023-08-02 00:00:00,8,0,7,"Local 337, International Brotherhood of Teamsters (IBT)",Stipulated,WON,,2023-08-10 00:00:00,Certific. of Representative,2023,,,,,
2810,"07, 07 GRA",07-RC-321102,,"CBRE, Inc.",RC,Lansing,MI,2023-07-25 00:00:00,7,2,5,"Local 333, United Association of Journeymen and Apprentices of the Plumbing and Pipe Fitting Industry of the United States and Canada, AFL-CIO",Stipulated,WON,,2023-08-25 00:00:00,Certific. of Representative,2023,,,,,
2811,"07, 07 GRA",07-RC-321436,,"Dearborn Industrial Generation, LLC",RC,Dearborn,MI,2023-08-11 00:00:00,29,6,17,"Michigan State Utility Workers Council, Utility Workers Union of America (UWUA), AFL-CIO",Stipulated,WON,,2023-08-21 00:00:00,Certific. of Representative,2023,,,,,
2812,"07, 07 GRA",07-RC-322924,,"YAPP USA Automotive Systems, Inc.",RC,Romulus,MI,2023-09-14 00:00:00,150,84,47,International Union United Automobile Aerospace and Agricultural Implement Workers of America UAW AFL-CIO,Stipulated,,LOSS,2023-09-25 00:00:00,Certification of Results,2023,,,,,
2813,"07, 07 GRA",07-RC-324083,,"Reco Equipment, Inc.",RC,Brighton,MI,2023-09-21 00:00:00,7,2,5,"Local 324, International Union of Operating Engineers (IUOE), AFL-CIO",Stipulated,WON,,2023-09-29 00:00:00,Certific. of Representative,2023,,,,,
2814,"07, 07 GRA",07-RD-296062,,"Fremont Healthcare, LLC d/b/a Regency at Fremont",RD,Detroit,MI,2023-03-30 00:00:00,53,6,19,SEIU Healthcare Michigan,Stipulated,WON,,2023-04-07 00:00:00,Certific. of Representative,2023,,,,,
2815,"07, 07 GRA",07-RD-303998,,Veolia North America,RD,Wyandotte,MI,2022-11-01 00:00:00,33,18,9,"Michigan Council 25, American Federation of State, County and Municipal Employees (AFSCME), AFL-CIO",Stipulated,,LOSS,2022-11-10 00:00:00,Certification of Results,2023,,,,,
2816,"07, 07 GRA",07-RD-312487,,Attwood Corporation,RD,Lowell,MI,2023-03-22 00:00:00,114,40,52,"Local Lodge M7, The International Brotherhood of Boilermakers, Iron Ship Builders, Blacksmiths, Forgers and Helpers, AFL-CIO/CLC",Stipulated,WON,,2023-03-30 00:00:00,Certific. of Representative,2023,,,,,
2817,"07, 07 GRA",07-RD-316479,,Models and Tools,RD,Shelby,MI,2023-05-25 00:00:00,106,42,56,"Local 698, International Association of Machinists and Aerospace (IAM), AFL-CIO/CLC",Stipulated,WON,,2023-06-26 00:00:00,Certific. of Representative,2023,,,,,
2818,"07, 07 GRA",07-RD-317189,,Midwest Energy Cooperative,RD,Cassopolis,MI,2023-06-08 00:00:00,18,5,12,"Local 876, International Brotherhood of Electrical Workers (IBEW), AFL-CIO",Stipulated,WON,,2023-06-16 00:00:00,Certific. of Representative,2023,,,,,
2819,"07, 07 GRA",07-RD-317738,,"Champion's Auto Ferry, Inc.",RD,Algonac,MI,2023-06-21 00:00:00,8,6,1,"Seafarers International Union of North America, Atlantic, Gulf, Lakes and Inland Waters (SIU), AFL-CIO",Stipulated,,LOSS,2023-06-29 00:00:00,Certification of Results,2023,,,,,
2820,"07, 07 GRA",07-RD-321373,,McLaren Oakland,RD,Pontiac,MI,2023-08-16 00:00:00,61,24,14,"Local 412, International Union, United Automobile, Aerospace and Agricultural Implement Workers of America (UAW), AFL-CIO",Stipulated,,LOSS,2023-08-31 00:00:00,Certification of Results,2023,,,,,
2821,08,08-RC-291604,,"Marietta Area Health Care, Inc.",RC,Marietta,OH,2022-11-16 00:00:00,317,177,100,"International Brotherhood of Teamsters, Local Union 637",Directed,,LOSS,2022-12-20 00:00:00,Certification of Results,2023,,,,,
2822,08,08-RC-298271,,"Golden SVCS, LLC",RC,Cleveland,OH,2022-07-29 00:00:00,4,0,0,Ohio Patrolmen's Benevolent Association,Stipulated,WON,,2023-03-03 00:00:00,Certific. of Representative,2023,,,,,
2823,08,08-RC-299575,,Starbucks Corporation,RC,Westlake,OH,2022-09-29 00:00:00,16,2,7,Chicago and Midwest Regional Joint Board Workers United/Service Employees International Union,Stipulated,WON,,2022-10-19 00:00:00,Certific. of Representative,2023,,,,,
2824,08,08-RC-299693,,"Worthington Foods, Inc.",RC,Zanesville,OH,2022-08-22 00:00:00,302,141,82,"Bakery, Confectionery, Tobacco, and Grain Millers International Union",Stipulated,,LOSS,2022-10-07 00:00:00,Certification of Results,2023,,,,,
